Filename:, Arrigetch_Peaks_Environmental_Data.csv,,,,,,,,,,,
Data_Last_Modified:, 10/26/2016,,,,,,,,,,,
Data_Set_Name:, Pre-ABoVE: Arctic Vegetation Plots at Arrigetch Peaks, Alaska, 1978-1981,,,,,,,,,,,
Documentation_Link:, http://dx.doi.org/10.3334/ORNLDAAC/1358,,,,,,,,,,,
Missing Value Code:, -9999 for numeric columns.  As described for character columns.,,,,,,,,,,,
,,,,,,,,,,,
FIELD_RELEVE_NUMBER,TURBOVEG_ACCESSION_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
513,11260,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,25,0,0,0,35,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
496,11261,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,70,0,0,0,30,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
498,11262,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,20,0,0,0,20,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled  by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
503,11263,Ass. Paludello squarrosae-Caricetum aquatilis,-9999,-9999,-9999,30,0,0,0,50,"Releve does not occur in published paper of Cooper 1986 in Phytocoenologia. - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
362,11264,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,30,0,0,0,50,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
363,11265,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,8,0,0,0,10,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
365,11266,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,1040,-9999,0,0,0,0,0,0,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
581,11267,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,975,-9999,0,5,0,0,0,15,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
582,11268,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,975,-9999,0,0,0,0,0,3,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986).
551,11269,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,980,-9999,0,0,0,20,75,10,"Releve also in original unpublished thesis - Cooper 1983. Some species missing in published version, they were added from unpublished thesis by J. Sibik, 01-22-2014. Originally in published version instead of Tom. nitens, species Campylium stellatum was published, corrected in accordance to original unpublished thesis. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986). "
552,11270,Ass. Pohlio wahlenbergii-Eriophoretum scheuchzeri,980,-9999,0,0,0,20,35,25,"Releve also in original unpublished thesis - Cooper 1983. Some species missing in published version, they were added from unpublished thesis by J. Sibik, 01-22-2014. Originally in published version instead of Tom. nitens, species Campylium stellatum was published, corrected in accordance to original unpublished thesis. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. Marsh stands of Pohlio wahlenbergii-Eriophoretum scheuchzeri initiate primary succession by colonizing bare granitic sands of river bars and glacial outwash and are common only in cirques. Rhizomes of Eriophorum scheuchzeri form mats which stabilize the sands. Soils are youthful with little or no organic matter except in the surface horizon (Cooper 1986)."
336,11271,Pedicularo kanei-Caricetum glacialis,1220,315,-9999,65,0,8,0,15,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
374,11272,Pedicularo kanei-Caricetum glacialis,-9999,-9999,-9999,25,0,65,0,20,Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
375,11273,Pedicularo kanei-Caricetum glacialis,1160,135,-9999,25,0,55,0,10,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
379,11274,Pedicularo kanei-Caricetum glacialis,1280,180,-9999,15,0,75,0,20,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
380,11275,Pedicularo kanei-Caricetum glacialis,1270,135,-9999,35,0,65,0,15,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
381,11276,Pedicularo kanei-Caricetum glacialis,1270,135,-9999,20,0,50,0,10,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
382,11277,Pedicularo kanei-Caricetum glacialis,1270,180,-9999,20,0,65,0,15,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
383,11278,Pedicularo kanei-Caricetum glacialis,1260,135,-9999,25,0,60,3,10,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
177,11279,Pedicularo kanei-Caricetum glacialis,1220,180,-9999,30,0,30,15,30,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
132,11280,Pedicularo kanei-Caricetum glacialis,1490,135,-9999,25,0,8,15,60,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
133,11281,Pedicularo kanei-Caricetum glacialis,1500,135,-9999,25,0,0,3,30,Published releves under the name Brayo humilis-Caricetum glacialis (Cooper 1986). Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
348,11282,Pedicularo kanei-Caricetum glacialis,-9999,-9999,-9999,50,0,15,0,45,Subxeric vegetation of limestone uplands. This association occurs only on broken limestone and marble scree of xeric and exposed mountain sides at greater than 1500 m elevation. Plants occur in patches and clumps between rocks (Cooper 1986).
55,11283,Astragalo aboriginati-Saxifragetum oppositifoliae,1400,225,-9999,6,0,15,8,65,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
56,11284,Astragalo aboriginati-Saxifragetum oppositifoliae,1410,225,-9999,20,0,30,0,60,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
59,11285,Astragalo aboriginati-Saxifragetum oppositifoliae,1400,180,-9999,15,0,8,0,55,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
60,11286,Astragalo aboriginati-Saxifragetum oppositifoliae,1460,180,-9999,20,0,5,0,40,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
62,11287,Astragalo aboriginati-Saxifragetum oppositifoliae,1430,135,-9999,20,0,45,25,50,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
42,11288,Astragalo aboriginati-Saxifragetum oppositifoliae,1300,180,-9999,30,0,35,0,15,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
43,11289,Astragalo aboriginati-Saxifragetum oppositifoliae,1340,225,-9999,25,0,12,0,40,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
44,11290,Astragalo aboriginati-Saxifragetum oppositifoliae,1350,180,-9999,25,0,20,0,35,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
45,11291,Astragalo aboriginati-Saxifragetum oppositifoliae,1370,135,-9999,25,0,15,0,40,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
46,11292,Astragalo aboriginati-Saxifragetum oppositifoliae,1370,135,-9999,5,0,10,0,65,"Subxeric vegetation of limestone uplands. This association occurs at the base of limestone cliffs where soils are loose and unstable sand, gravel and rock. Sand streams such as these are common on very steep upper and middle slopes. Soils are skeletal sands and pH is great than 7.6 (Cooper 1986)."
229,11293,Cetrario tilesi-Caricetum nardinae,1500,0,0,25,0,25,45,10,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Carex nardina is totally restricted to bedrock outcrops and exposed ridges and cols in the study area. C. nardina, Dryas octopetala ssp. octopetala and lichens form most of the plant cover in this association (Cooper 1986)."
230,11294,Cetrario tilesi-Caricetum nardinae,1520,0,0,30,0,35,50,25,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Carex nardina is totally restricted to bedrock outcrops and exposed ridges and cols in the study area. C. nardina, Dryas octopetala ssp. octopetala and lichens form most of the plant cover in this association (Cooper 1986)."
388,11295,Cetrario tilesi-Caricetum nardinae,1040,0,0,15,0,75,0,10,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Carex nardina is totally restricted to bedrock outcrops and exposed ridges and cols in the study area. C. nardina, Dryas octopetala ssp. octopetala and lichens form most of the plant cover in this association (Cooper 1986)."
389,11296,Cetrario tilesi-Caricetum nardinae,1040,0,0,40,0,35,0,20,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Carex nardina is totally restricted to bedrock outcrops and exposed ridges and cols in the study area. C. nardina, Dryas octopetala ssp. octopetala and lichens form most of the plant cover in this association (Cooper 1986)."
390,11297,Cetrario tilesi-Caricetum nardinae,1050,0,0,10,0,30,0,4,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Carex nardina is totally restricted to bedrock outcrops and exposed ridges and cols in the study area. C. nardina, Dryas octopetala ssp. octopetala and lichens form most of the plant cover in this association (Cooper 1986)."
9,11298,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,1,0,45,40,20,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
10,11299,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,870,0,0,1,0,30,60,10,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Cover of litter layer = 0.5 percent. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
54,11300,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,15,0,35,15,60,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
57,11301,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1340,0,0,5,0,55,0,40,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
58,11302,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1350,0,0,5,0,45,0,50,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
64,11303,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1360,0,0,1,0,25,35,15,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Cover of litter layer = 0.5 percent. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
65,11304,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1360,0,0,1,0,8,20,4,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Cover of litter layer = 0.5 percent. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
66,11305,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1400,0,0,35,0,25,15,35,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
67,11306,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1370,0,0,8,0,15,12,8,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
68,11307,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1370,0,0,3,0,1,3,15,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
69,11308,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,0,0,0,75,65,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
123,11309,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1300,0,0,8,0,20,0,45,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
124,11310,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1350,0,0,4,0,15,0,45,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
152,11311,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1400,0,0,0,0,40,50,5,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
153,11312,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,1410,0,0,0,0,40,40,20,"In Cooper (1986), releves marked as Association Oxytropido nigrescentis-Salicetum dodgeanae. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
194,11313,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,2,0,10,0,30,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
195,11314,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,0,0,40,0,10,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
433,11315,Erigeronto hyperborei-Salicetum rotundifoliae dodgeanae,-9999,-9999,-9999,0,0,25,15,15,"Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on rounded, bedrock exposures which are largely bare rock. A blue-green algal crust covers much of the ground (Cooper 1986)."
91,11316,Saxifrago eschscholtzi-Woodsietum glabellae,1090,90,-9999,3,0,70,0,2,"In published version, Cooper (1986) used name Saxifraga eschscholtzoi-Woodsia glabella community. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on limestone talus, cliffs and in crevices (Cooper 1986)."
94,11317,Saxifrago eschscholtzi-Woodsietum glabellae,1100,135,-9999,5,0,55,12,5,"In published version, Cooper (1986) used name Saxifraga eschscholtzoi-Woodsia glabella community. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on limestone talus, cliffs and in crevices (Cooper 1986)."
95,11318,Saxifrago eschscholtzi-Woodsietum glabellae,1090,90,-9999,2,0,65,10,5,"In published version, Cooper (1986) used name Saxifraga eschscholtzoi-Woodsia glabella community. Vegetation of xeric limestone bedrock (rock faces and summits). Plant cover is open and soils are skeletal. Vegetation is prostrate and lichens are abundant. Stands occur on limestone talus, cliffs and in crevices (Cooper 1986)."
237,11319,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1400,225,-9999,30,0,25,10,30,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
238,11320,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1390,225,-9999,15,0,15,20,50,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
240,11321,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1425,225,-9999,35,0,7,0,5,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
241,11322,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1400,225,-9999,45,0,8,0,25,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
242,11323,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1405,225,-9999,25,0,0,0,20,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
331,11324,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1275,315,-9999,1,0,10,0,3,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
350,11325,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1280,315,-9999,85,0,15,0,10,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
351,11326,Salici rotundifoliae dodgeanae-Kobresietum myosuroidis,1260,315,-9999,70,0,5,0,5,"In published version of Cooper 1986 used name Salici dodgeanae-Kobresietum myosuroidis. Turf vegetation dominated by Kobresia mysuroides. Stands are small and occur as islands on faces of steep, yet stable limestone bedrock exposures with westerly aspects (Cooper 1986)."
392,11327,Poo glaucae-Saxifragetum tricuspidatae,900,180,-9999,0,0,35,0,25,"In published version of Cooper 1986 used name Calamagrostio purpurascentis-Artemisietum alaskanae. Xeric steppes characterized by grasses such as Calamagrostis purpurascens and shrublets such as Artemisia alaskana. This association occurs on the warm sites among limestone and shale boulders and scree. Plant cover is open and scattered. Stands faced south, and the soils are very rocky and sandy with little organic matter (Cooper 1986)."
393,11328,Poo glaucae-Saxifragetum tricuspidatae,910,180,-9999,0,0,75,0,15,"In published version of Cooper 1986 used name Calamagrostio purpurascentis-Artemisietum alaskanae. Xeric steppes characterized by grasses such as Calamagrostis purpurascens and shrublets such as Artemisia alaskana. This association occurs on the warm sites among limestone and shale boulders and scree. Plant cover is open and scattered. Stands faced south, and the soils are very rocky and sandy with little organic matter (Cooper 1986)."
394,11329,Poo glaucae-Saxifragetum tricuspidatae,915,180,-9999,5,0,70,0,10,"In published version of Cooper 1986 used name Calamagrostio purpurascentis-Artemisietum alaskanae. Xeric steppes characterized by grasses such as Calamagrostis purpurascens and shrublets such as Artemisia alaskana. This association occurs on the warm sites among limestone and shale boulders and scree. Plant cover is open and scattered. Stands faced south, and the soils are very rocky and sandy with little organic matter (Cooper 1986)."
